raw_words,task,quadruples
Fun place to hang out with friends .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Fun']}, 'sentiment': 'POS'}]"
It was nearby and had good reviews on Yelp .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['Yelp']}, 'category': 'Restaurant#General', 'opinion': {'from': 5, 'to': 6, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 2, 'to': 3, 'term': ['nearby']}, 'sentiment': 'POS'}]"
Great food .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
The wait staff was very nice and always there when you need them .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['wait', 'staff']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['wait', 'staff']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I come here because you leave full and with money still in your pockets .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Prices', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
It did not spent much time under the lamps at least .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The cheese is not your traditional cheddar cheese curds but it was still messy and delicious .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['cheese']}, 'category': 'Food#Quality', 'opinion': {'from': 12, 'to': 14, 'term': ['still', 'messy']}, 'sentiment': 'POS'}]"
"Weird , but whatever , I need to eat regardless of the coupon.We waited for what seemed like an incredibly long time just to get our food .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Weird']}, 'sentiment': 'NEG'}]"
I have been making meatballs my whole life and have to say ... these are some of the best meatballs we have EVER had .,ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['meatballs']}, 'category': 'Food#Quality', 'opinion': {'from': 18, 'to': 19, 'term': ['best']}, 'sentiment': 'POS'}]"
I appreciated the sample cups as well .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['sample', 'cups']}, 'category': 'Food#Style_Options', 'opinion': {'from': 1, 'to': 2, 'term': ['appreciated']}, 'sentiment': 'POS'}]"
It took a long time to get our food and the food itself was below average .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 11, 'to': 12, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 15, 'term': ['below']}, 'sentiment': 'NEG'}]"
"My go to is the beef noodle soup and although it 's nowhere near the authentic as the ones you might find in Taiwan , I still find it comforting .",ACOS,"[{'aspect': {'from': 5, 'to': 8, 'term': ['beef', 'noodle', 'soup']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 8, 'term': ['beef', 'noodle', 'soup']}, 'category': 'Food#Quality', 'opinion': {'from': 29, 'to': 30, 'term': ['comforting']}, 'sentiment': 'POS'}]"
"Older restaurant , older furniture Friendly serviceThey serve breadsticks that are baked and deep fried as well as regular rollsHouse salad is typical lceberg blendChicken parmigiana is good , crispy breading and thick layer of cheese 3 cheese Manicotti sauce is flavorful Italian sub is taste a little bland",ACOS,"[{'aspect': {'from': 42, 'to': 44, 'term': ['Italian', 'sub']}, 'category': 'Food#Quality', 'opinion': {'from': 46, 'to': 49, 'term': ['a', 'little', 'bland']}, 'sentiment': 'NEG'}, {'aspect': {'from': 6, 'to': 7, 'term': ['serviceThey']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['Friendly']}, 'sentiment': 'POS'}]"
"This wonderful , frothy , cool , refreshing yogurt drink that this fair skinned red-head survived on in the sun and heat ! !",ACOS,"[{'aspect': {'from': 8, 'to': 10, 'term': ['yogurt', 'drink']}, 'category': 'Drinks#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['frothy']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 10, 'term': ['yogurt', 'drink']}, 'category': 'Drinks#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['refreshing']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 10, 'term': ['yogurt', 'drink']}, 'category': 'Drinks#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['wonderful']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 10, 'term': ['yogurt', 'drink']}, 'category': 'Drinks#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['cool']}, 'sentiment': 'POS'}]"
The food was exceptional .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['exceptional']}, 'sentiment': 'POS'}]"
It 's a bit much considering they 're not as big as you would get elsewhere .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['they']}, 'category': 'Food#Style_Options', 'opinion': {'from': 10, 'to': 11, 'term': ['big']}, 'sentiment': 'NEG'}]"
"Food and service was great , steak cooked perfectly and their Fleming 's potatoes were damn good .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['steak']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['perfectly']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Food']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 14, 'term': ['Fleming', ""'s"", 'potatoes']}, 'category': 'Food#Quality', 'opinion': {'from': 15, 'to': 17, 'term': ['damn', 'good']}, 'sentiment': 'POS'}]"
"Theirs was simply perfect , refreshing and a hint of the greatness to come .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Theirs']}, 'category': 'Drinks#Quality', 'opinion': {'from': 2, 'to': 4, 'term': ['simply', 'perfect']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Theirs']}, 'category': 'Drinks#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['greatness']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Theirs']}, 'category': 'Drinks#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['refreshing']}, 'sentiment': 'POS'}]"
"The chicken was very bland , the waffles were ok , and the syrup they poured over the two tasted somewhat like burnt butter .",ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['syrup']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 7, 'to': 8, 'term': ['waffles']}, 'category': 'Food#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['ok']}, 'sentiment': 'NEU'}, {'aspect': {'from': 1, 'to': 2, 'term': ['chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'bland']}, 'sentiment': 'NEG'}]"
"Also had the macaroni and cheese ( yum ) , candied yams ( double yam ) , and collard greens .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['macaroni']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['yum']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['cheese']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['yum']}, 'sentiment': 'POS'}]"
Extremely rude .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Extremely', 'rude']}, 'sentiment': 'NEG'}]"
Super popular at lunch time on weekdays .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#Miscellaneous', 'opinion': {'from': 0, 'to': 2, 'term': ['Super', 'popular']}, 'sentiment': 'POS'}]"
"It really doesn't get any better than that , folks .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
etc ... There is a place closeby if you must have a Brazilian buffet called Vittorio 's which is still noisy and very busy but things are much more under control and it 's much cleaner and the food is better .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['place']}, 'category': 'Ambience#General', 'opinion': {'from': 22, 'to': 24, 'term': ['very', 'busy']}, 'sentiment': 'NEG'}, {'aspect': {'from': 5, 'to': 6, 'term': ['place']}, 'category': 'Ambience#General', 'opinion': {'from': 34, 'to': 36, 'term': ['much', 'cleaner']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['place']}, 'category': 'Ambience#General', 'opinion': {'from': 19, 'to': 21, 'term': ['still', 'noisy']}, 'sentiment': 'NEG'}, {'aspect': {'from': 38, 'to': 39, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 40, 'to': 41, 'term': ['better']}, 'sentiment': 'POS'}]"
Their Belgian waffles are amazing .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['Belgian', 'waffles']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['amazing']}, 'sentiment': 'POS'}]"
The corn appetizer was really good too but seemed tricky to share .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['corn', 'appetizer']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['really', 'good']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['corn', 'appetizer']}, 'category': 'Food#Style_Options', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
My favorites are the Quinoa and Avocado Powerbowl and the Cajun Chicken .,ACOS,"[{'aspect': {'from': 10, 'to': 12, 'term': ['Cajun', 'Chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['favorites']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['Quinoa']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['favorites']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 8, 'term': ['Avocado', 'Powerbowl']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['favorites']}, 'sentiment': 'POS'}]"
"The collards here are so delicious , and the fries really are something special .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['collards']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['so', 'delicious']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['fries']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['special']}, 'sentiment': 'POS'}]"
I recommend the combination plate # 10 .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['combination', 'plate']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['recommend']}, 'sentiment': 'POS'}]"
Their rolled ice cream is amazing !,ACOS,"[{'aspect': {'from': 1, 'to': 4, 'term': ['rolled', 'ice', 'cream']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['amazing']}, 'sentiment': 'POS'}]"
"I was by myself so I only ordered the pizza but would love to try this place again for the grilled skewers ( beef , lamb , or sausage I think ) .",ACOS,"[{'aspect': {'from': 20, 'to': 22, 'term': ['grilled', 'skewers']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 15, 'term': ['try']}, 'sentiment': 'POS'}]"
In taste AND atmosphere !,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['atmosphere']}, 'category': 'Ambience#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['taste']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The amount of yellowtail in them was so small as to be almost indistinguishable from the rest .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['yellowtail']}, 'category': 'Food#Style_Options', 'opinion': {'from': 7, 'to': 9, 'term': ['so', 'small']}, 'sentiment': 'NEG'}]"
They go above and beyond in regards to both food and service.This place is a true gem and we look forward to going back again !,ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['service.This']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"The pita bread was a lovely texture and flavor , and the fried eggplant and hard-boiled egg combo was so satisfying .",ACOS,"[{'aspect': {'from': 12, 'to': 18, 'term': ['fried', 'eggplant', 'and', 'hard-boiled', 'egg', 'combo']}, 'category': 'Food#Quality', 'opinion': {'from': 19, 'to': 21, 'term': ['so', 'satisfying']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['texture']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['lovely']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['flavor']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['lovely']}, 'sentiment': 'POS'}]"
A fenway must try !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['try']}, 'sentiment': 'POS'}]"
Great place !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
the people that work here and manage this place are the rudest people i have ever encountered at a restaurant .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['people']}, 'category': 'Service#General', 'opinion': {'from': 11, 'to': 12, 'term': ['rudest']}, 'sentiment': 'NEG'}]"
"I gave it four stars instead of three because Ill actually go there again as it 's in my neighborhood and I am pretty sure what I 'll get is the same service , if the previous amount of stars are any indication , which I think they are .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Probably wouldnt get it again based on the portion I got and the amount I paid ...,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Style_Options', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Probably wo n't be coming back .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
This chicken is unbelievable .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['unbelievable']}, 'sentiment': 'POS'}]"
This place has potential ... .I am excited to see what it evolves into .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['potential']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 7, 'to': 8, 'term': ['excited']}, 'sentiment': 'POS'}]"
It was stewed and seasoned so nicely .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['stewed']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 7, 'term': ['so', 'nicely']}, 'sentiment': 'POS'}]"
"Their West Broadway location features generally bright spaces and a variety of seating styles and areas that look nicely maintained.2 pints of beer ( $ 9.98 ) 2 virgin mojitos ( $ 7.98 ) Hand Tossed Artisan Pizza - Chewy super-thin crust Neapolitan style , but probably without the strict certification .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['spaces']}, 'category': 'Ambience#General', 'opinion': {'from': 6, 'to': 7, 'term': ['bright']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 18, 'to': 19, 'term': ['nicely']}, 'sentiment': 'POS'}, {'aspect': {'from': 41, 'to': 42, 'term': ['crust']}, 'category': 'Food#Quality', 'opinion': {'from': 40, 'to': 41, 'term': ['super-thin']}, 'sentiment': 'POS'}, {'aspect': {'from': 41, 'to': 42, 'term': ['crust']}, 'category': 'Food#Quality', 'opinion': {'from': 39, 'to': 40, 'term': ['Chewy']}, 'sentiment': 'POS'}]"
"BBQ rib dish is always tasty , and their chicken fried rice and ramen noodle dishes are also great comfort food .",ACOS,"[{'aspect': {'from': 9, 'to': 12, 'term': ['chicken', 'fried', 'rice']}, 'category': 'Food#Quality', 'opinion': {'from': 18, 'to': 20, 'term': ['great', 'comfort']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 3, 'term': ['BBQ', 'rib', 'dish']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['always', 'tasty']}, 'sentiment': 'POS'}, {'aspect': {'from': 13, 'to': 16, 'term': ['ramen', 'noodle', 'dishes']}, 'category': 'Food#Quality', 'opinion': {'from': 18, 'to': 20, 'term': ['great', 'comfort']}, 'sentiment': 'POS'}]"
"What I think makes this place successful is that the service is good , the menu is concise , it has a cool vibe to it ( love the decor !",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 6, 'to': 7, 'term': ['successful']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 12, 'to': 13, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 29, 'to': 30, 'term': ['decor']}, 'category': 'Ambience#General', 'opinion': {'from': 27, 'to': 28, 'term': ['love']}, 'sentiment': 'POS'}, {'aspect': {'from': 15, 'to': 16, 'term': ['menu']}, 'category': 'Food#Style_Options', 'opinion': {'from': 17, 'to': 18, 'term': ['concise']}, 'sentiment': 'POS'}, {'aspect': {'from': 23, 'to': 24, 'term': ['vibe']}, 'category': 'Ambience#General', 'opinion': {'from': 22, 'to': 23, 'term': ['cool']}, 'sentiment': 'POS'}]"
